,review,Total Star,Menu,Star_opt,Output
389,오늘도 맛있게 잘 먹었습니다서비스로 주신 김말이도 맛있게 잘 먹었습니다 사장님,★★★★★,"오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),생맥주 1000cc/2,참이슬/1","
맛
★
5
양
★
5
배달
★
5
",5.0
390,진리의 갈릭반핫양념반,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.2
391,맛있습니다 번창하세요,★★★★★,후라이드반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
392,항상 빠른 배달과 맛잘 먹고있어요실수로 머스타드 주문 빼먹은것도 잘 응대 해주셔서 감사합니다비오는데 운행 조심하셔요,★★★★★,"두마리 치킨/1(두마리 치킨1 선택 택 1(갈릭),두마리 치킨2 선택 택 1(핫양념))","
맛
★
5
양
★
5
배달
★
5
",5.0
393,맛있어여 자주시켜먹고 있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
394,치킨 고정픽 또래오래,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.25
395,고소하고 맛있어요 배달도 빠르네요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
396,잘 먹었슴니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
397,항상 맛있게 잘 먹고 있습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
398,맛있어요 ㅎㅎㅎㅎㅎ,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
399,맛나게 잘먹었습니다 배달도빨랐어요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
400,맛있게 잘 먹았습니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
401,후반양반 클래식이죠맛있습니다,★★★★★,후라이드반＋양념반/1(옵션변경(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",3.4
402,맛 양 둘 다 너무 좋았습니다 ㅎㅎㅎ,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
403,첫맛이 신기하네요 신메뉴라 궁금해서 먹어봤는데 오묘한 맛이예요 근데 닭이 신선하고 튀김이 잘튀겨져서 맛있네요 ㅎㅎ,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",2.23
404,배달도 맛도 양도 나무랄 데가 없습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
405,너무 맛있고 배달도 빨리와서 잘 먹었습니다자주 주문할게요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
406,맛있게 잘 먹었어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
407,갈릭치킨 넘 맛있어요,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
408,항상 맛나게 먹고 있어요아이들도 갈릭을 어른들은 핫으로  반반씩 먹기 너무 좋아요ㅎ허겁지겁 먹느라 리뷰사진을 늦게 찍었네요,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.59
409,항상 감사합니다 맛있어요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
410,너무 맛잇어서 사진찍기전에 다 먹어버렸어요 ㅠㅠ 넘 맛나요 또래오래중에 여기가 최공,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
411,맛있게 잘먹었습니다,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
412,맛의 지존 치킨의 지존입니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.58
413,바삭하고 너무 맛있게 잘 먹었어요여기  먹다보면 다른 치킨못 시킨답니다,★★★★★,"두마리 치킨/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(후라이드),소스추가(양념소스))","
맛
★
5
양
★
5
배달
★
4
",4.6
414,항상 맛있게 잘 먹고 있습니다ㅎㅎ,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",4.8
415,오늘도 맛있게 잘 먹었습니다 언제나 빠른 배달 감사합니다 서비스로 주신 김말이도 잘 먹었습니다,★★★★★,"오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),국물떡볶이/1,생맥주 1000cc/2","
맛
★
5
양
★
5
배달
★
5
",5.0
416,단짠단짠 최고의 맛이네요 복날엔 또래오래,★★★★★,단짠치킨 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
417,배달도 빠르구 맛도 너무 좋았어요 ,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
418,항상 맛있게 잘먹고 있습니다 이번엔 바쁘셨는지 리뷰이벤트를 안해주셨네요 ㅜㅜ 그래도 잘먹었습니다,★★★★★,후라이드반＋양념반/1(옵션변경(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
419,치킨 원톱으로 인정합니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.62
420,역시 또레오레가 최고네요 순살도 최고입니다,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",5.0
421,감사히 잘 먹었습니다,★★★★★,"오곡 핫양념 치킨/1(부위선택 택 1(순살（다리살）),사이드 추가(국물떡볶이 매운맛)),생맥주 1000cc/1","
맛
★
5
양
★
5
배달
★
5
",5.0
422,맛있게 먹엇습니다,★★★★★,후라이드반＋양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.6
423,맛있게 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
424,걍 최고입니다 후회안함,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
425,여기서만 시켜먹어요 존맛탱,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.58
426,소스 넘 맛있어요 감사합니다,★★★★★,단짠치킨 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
427,오늘도 맛있게 잘먹었습니다,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",5.0
428,항상 맛있게 먹어요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.79
429,대존맛다만 떡볶이는 매운맛의 경우 좀 매워요맵찔이들은 보통맛 추천맵부심들은 매운맛 ㄱㄱ,★★★★★,"치킨＋국물떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",1.0
430,언제나 빠르게 따듯하게 와서 너무좋아요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
431,맛있어요 서비스도 매번 감사합니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
432,못참고 또 주문했네요 맛있어요 감사합니다,★★★★★,후라이드반＋양념반/1(옵션변경(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
433,정말 맛있게 먹었어요운전면허 시험에서 실격하는 바람에 오늘 굉장히 울쩍했는데 ㅜㅜ 치킨 먹으니까 다시 힘이 나네용,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",1.97
434,바사삭 촉촉한 육즙  쭈르륵더워서 힘들었던 하루맛있는 치킨으로  위로 받았습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.99
435,오늘도 맛있게 잘 먹었습니다 언제나 빠른 배달 많은 양 맛있는 치킨 최고입니다 서비스로 주신 김말이도 맛있게 잘 먹었습니다,★★★★★,"콘듀치킨/1,생맥주 1000cc/2","
맛
★
5
양
★
5
배달
★
5
",4.8
436,맛있게 잘먹었습니다,★★★★★,"오곡 후라이드 치킨/1(부위선택 택 1(한마리),소스추가(양념소스)),핫양념소스/1","
맛
★
5
양
★
5
배달
★
5
",5.0
437,이주동안 세번째 시켜먹었네요 다이어트 하는데 책임지세요 사장님 ㅠㅠ,★★★★★,"후라이드반＋양념반/1(옵션변경(한마리)),생맥주 1000cc/1,참이슬/1","
맛
★
5
양
★
5
배달
★
5
",2.62
438,가끔 치킨생각나면 역시 또래오래,★★★★★,단짠치킨 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",2.26
439,너무 맛있게 먹느냐고 사진을 못찍었네요 ㅎㅎ 배달 엄청 빨랐습니다,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",3.82
440,너무맛있어서 이틀연속 주문했어요 맛있어요 감사합니다,★★★★★,후라이드반＋양념반/1(옵션변경(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
441,한번 먹어보고 요즘 자주 시켜먹고 있습니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
442,맛있고 서비스도 많이줘요,★★★★★,후라이드반＋양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
443,맛나게 먹었어요,★★★★★,단짠치킨 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
444,옴ㅤㄴㅛㅁㅤㄴㅛㅁ 맛있어요 뿌링클보다 덜 물리네요,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",3.59
445,또래오래 단짠치킨 진짜 존맛인데 오랜만에 그냥 후라이드 땡겨길래 먹어봤는데 맛있었어요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.61
446,양도많고 맛있어요 굿굿,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
447,두번째 주문이고 역시 맛있네요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
448,전 매운거 잘 못먹는 편인데 세트에 매운떡볶이만있고 안매운게 안보여서 그냥 시켰는데  떡볶이 너무 매워요  치킨은 맥주 안주에 딱인데 아이들은 먹어보고 맵다해서 바로 피자 주문해줬어요 어쨌든 치킨은 어른 입맛엔 맛있게 매운 맛입니다 맥주까서 잘 먹었습니다 ㅋ,★★★★★,"치킨＋국물떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(콤보（날개＋다리）))","
맛
★
5
양
★
5
배달
★
5
",1.78
449,맛도 최고서비스도 최고,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
450,양념반반중에 원래 양념파였는데 입맛이바꼈나봐요ㅜㅜ둘다 맛있어요ㅋㅋㅋㅋㅋㅋ,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.19
451,항상 존맛이네여역시맛집입니다,★★★★★,양념반＋갈릭반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.81
452,감사합니다 맛잇어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
453,배달 빠르고 매콤하니 맛있어영 서비스도 감사합니다,★★★★★,"맵부심후라이드 순살/1,생맥주 1000cc/1","
맛
★
5
양
★
5
배달
★
5
",5.0
454,치킨 종결자 존맛입니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
455,맛있게 잘먹었습니다 다음에도 또 시켜먹을게요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(갈릭),두마리 치킨2 선택 택 1(핫양념))","
맛
★
5
양
★
5
배달
★
5
",4.8
456,오곡후라이드 고소바삭하고 맛있어요 갑자기 비와서 걱정했는데 배달도 잘 왔어요,★★★★★,"오곡 후라이드 치킨/1(부위선택 택 1(한마리),사이드 추가(리얼치즈볼))","
맛
★
5
양
★
5
배달
★
5
",4.21
457,정말 또레오레가 최고입니다 품질 맛 모두,★★★★★,오곡 양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
458,맛있게 잘먹었습니다 쿠폰덕에 싸게 잘먹었습니다 감사합니다 또주문 할께요,★★★★★,후라이드반＋양념반/1(옵션변경(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
459,너무 맛있어요,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
460,잘먹었습니다 배달 서비스 역시 좋은 곳,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
461,정말 뜨겁게 배달와서 아주 맛있게 먹었습니다최곱니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
462,너무 늦게와요 맛은 최고요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
1
",5.0
463,꼬마손님들 방문에 메뉴 고민하던 중 행사 중인 또래오래 이벤트보고 주문했어요다들 너무 맛있게 먹고 좋아하네요해쉬포테이토도 넘 맛나요엄마들이 어디 치킨이냐고 묻는거 보니 이번 주문은 성공이네요 ,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",5.0
464,첫 후라이드인데 이것마저 맛잇음 걍 여긴 다 맛잇음,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
465,가격 맛 서비스 다 흠잡을데가없습니다배달보내실때 박스에 테이핑 해주셧으면 좋겠어요,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
466,단짠단짠 역시 믿고먹는 또래오래,★★★★★,고추단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.04
467,맛있게 잘 먹었습니다,★★★★★,"두마리 치킨/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(갈릭)),양념소스/1,콜라 1.25L/1","
맛
★
5
양
★
5
배달
★
5
",4.8
468,맛있어요 너무나,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
469,맛있습니다 ㅋㅋㅋ 치킨집은 여기,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
470,맛있게 잘 먹었습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
471,잘 먹었습니다 맛나네요 ㅋ,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
472,간만에 맛있게 먹었습니다,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.19
473,맛있어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
474,맛있게먹었읍니다 ,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
475,오래 걸리긴 했지만 맛있었어요,★★★★★,"오곡 후라이드 치킨/1(부위선택 택 1(한마리)),참이슬/1","
맛
★
5
양
★
5
배달
★
5
",4.41
476,존맛이에요 또래오래가 이렇게 맛있었나,★★★★★,핫뿌레이크/1(소스추가(콘듀디핑소스)),"
맛
★
5
양
★
5
배달
★
5
",5.0
477,맛나게 잘먹었습니다 배달도 빠르고 좋아요,★★★★★,"두마리 치킨/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(갈릭))","
맛
★
5
양
★
5
배달
★
5
",5.0
478,맛잇게 잘 먹었어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
479,맛있게 잘 먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
480,맛있게먹었어요 진짜 최고,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
481,항상 맛있게 잘 먹고 있습니다ㅎㅎ,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
